Waterstofopslag auto (%)
71.8
73.6
75.4
77.2
79
80.8
82.6
84.4
86.2
88
89.8
91.6
93.4
95.2
97
98.8
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99.28697253
98.48549288
97.78817667
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.20768603
95.38856718
94.5536149
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
95.53054469
97.33054469
99.13054469
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99.28697253
98.48549288
97.78817667
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.20768603
95.38856718
94.5536149
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
95.53054469
97.33054469
99.13054469
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99.28697253
98.48549288
97.78817667
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.98537375
96.20768603
95.38856718
94.5536149
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
93.73054469
95.53054469
97.33054469
99.13054469
100
100
100
100
100
