Waterstofopslag woning (%)
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00667591
0.809566192
2.988281442
6.665320005
12.51831453
20.96667242
32.0007621
45.52575877
63.74028022
84.54672384
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99.24261098
98.33973475
98.27779591
98.21880541
98.15422058
98.09305208
98.03504851
97.96106438
97.85968111
97.75819567
97.63733619
97.52051712
97.40374015
97.23661695
97.08611997
96.90678835
96.7206985
96.52684384
96.31502753
96.08536313
95.82867788
95.58309972
95.32823972
95.05087678
94.77630992
94.49548441
94.22638292
93.97694106
93.70425949
93.41763669
93.12357733
92.8334658
92.54640186
92.26686365
91.97426816
91.72983077
91.40881339
91.11442525
90.82354921
90.53171875
90.25069766
90.03398503
89.75238474
89.51556217
89.2861981
89.04653305
88.80848557
88.59773239
88.38238194
88.19518182
88.00147399
88.01522672
88.82512412
91.01060344
94.69394429
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99.24542823
98.34536924
98.28624765
98.2300744
98.16830682
98.10995557
98.05476925
97.98432067
97.88702051
97.78995693
97.67373638
97.56144987
97.44924147
97.28858021
97.14406646
96.97173382
96.79281732
96.60634542
96.40276092
96.18192406
95.93491114
95.6986914
95.45361335
95.18691201
94.92257956
94.65233859
94.38410193
94.12569926
93.84355191
93.54656795
93.24197257
92.94143726
92.64411131
92.35470206
92.05158892
91.79810969
91.46581857
91.16094062
90.85981139
90.55767711
90.26658788
90.04194787
89.7506317
89.50511377
89.26749893
89.01925695
88.77269338
88.55404097
88.33084142
88.13670565
87.93651559
87.94379663
88.74728608
90.92657971
94.60415718
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99.24285188
98.34021654
98.27851861
98.219769
98.15542507
98.09449747
98.03673481
97.96305299
97.86201887
97.76091153
97.64044872
97.52401722
97.4076309
97.24106026
97.09107489
96.91234175
96.72686529
96.53364191
96.32252949
96.09361992
95.83776175
95.59298381
95.33896025
95.06250897
94.78881724
94.5088968
