Accuniveau (%)
99.92935564
99.86396944
99.79280687
99.71761258
99.64055719
99.56450835
99.48930839
99.41619649
99.33949211
99.27516832
99.19126705
99.11418096
99.03812112
98.96179547
98.88815733
98.83121434
98.75778113
98.69552317
98.63538922
98.57259706
98.51023151
98.45467288
98.39811503
98.34884271
98.29852165
98.25542756
98.22677682
98.21710671
98.22503333
98.2557712
98.31959778
98.40621898
98.52272884
98.67886851
98.85450313
99.04907216
99.2713681
99.51643083
99.78235464
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99.98542822
99.96542822
99.94949797
99.93423928
99.91770634
99.90195155
99.88691767
99.86777923
99.84204576
99.81606995
99.78554077
99.7560007
99.72644693
99.68420094
99.64605162
99.60067752
99.55365127
99.50472093
99.45115024
99.39312888
99.32840644
99.26641695
99.20203936
99.13196722
99.06280823
98.99199722
99.92935564
99.86396944
99.79280687
99.71761258
99.64055719
99.56450835
99.48930839
99.41619649
99.33949211
99.27516832
99.19126705
99.11418096
99.03812112
98.96179547
98.88815733
98.83121434
98.75778113
98.69552317
98.63538922
98.57259706
98.51023151
98.45467288
98.39811503
98.34884271
98.29852165
98.25542756
98.22677682
98.21710671
98.22503333
98.2557712
98.31959778
98.40621898
98.52272884
98.67886851
98.85450313
99.04907216
99.2713681
99.51643083
99.78235464
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99.98542822
99.96542822
99.94949797
99.93423928
99.91770634
99.90195155
99.88691767
99.86777923
99.84204576
99.81606995
99.78554077
99.7560007
99.72644693
99.68420094
99.64605162
99.60067752
99.55365127
99.50472093
99.45115024
99.39312888
99.32840644
99.26641695
99.20203936
99.13196722
99.06280823
98.99199722
99.92935564
99.86396944
99.79280687
99.71761258
99.64055719
99.56450835
99.48930839
99.41619649
99.33949211
99.27516832
99.19126705
99.11418096
99.03812112
98.96179547
98.88815733
98.83121434
98.75778113
98.69552317
98.63538922
98.57259706
98.51023151
98.45467288
98.39811503
98.34884271
98.29852165
98.25542756
98.22677682
98.21710671
98.22503333
98.2557712
98.31959778
98.40621898
98.52272884
98.67886851
98.85450313
99.04907216
99.2713681
99.51643083
99.78235464
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
99.98542822
99.96542822
99.94949797
99.93423928
99.91770634
99.90195155
99.88691767
99.86777923
99.84204576
99.81606995
99.78554077
99.7560007
99.72644693
99.68420094
99.64605162
99.60067752
99.55365127
99.50472093
99.45115024
99.39312888
99.32840644
99.26641695
99.20203936
99.13196722
99.06280823
98.99199722
